record_id,taxpayer_id,tin,business_name,owner_name,taxpayer_type,business_sector,lga,registration_date,tax_year,tax_month,tax_type,filing_due_date,filing_date,filing_status,amount_assessed,amount_paid,outstanding_balance,payment_status,payment_method,payment_date,audit_status,audit_result,penalty,annual_turnover,risk_level,compliance_score,revenue_office,notification_sent,registration_year,registration_month,filing_month,payment_month
1304,100096,KAD-TIN-202501303,Hart Group,Garrett Lynch,Sme,Retail,Jema'A,2024-11-29,2025,Aug,Paye,2025-05-07,,Not Filed,1240484,535824,704660,Partial,Bank Transfer,2025-06-04,Audited,Pending,40914,223333777,High,58,Kaduna North,No,2024,November,May,June
1305,100526,KAD-TIN-202501304,"Solis, Martin and Chase",Samantha Fitzgerald,Corporate,Healthcare,Chikun,2025-03-26,2025,Sep,Paye,2025-05-19,,Filed,310783,310783,0,Paid,Pos,2025-06-11,Audited,Pending,43412,324465218,Medium,90,Kaduna North,No,2025,March,May,June
1306,100677,KAD-TIN-202501305,Moore-Kane,Robert Leach,Individual,Manufacturing,Ikara,2025-03-02,2025,Sep,Withholding Tax,2025-09-01,,Not Filed,2786774,63314,2723460,Partial,Pos,2025-09-28,Not Audited,No Issue,19729,226921194,High,20,Kaduna South,Yes,2025,March,September,September
1307,100176,KAD-TIN-202501306,Conrad-Sellers,Elizabeth Nguyen,Sme,Manufacturing,Kaura,2025-01-03,2025,Mar,Paye,2025-12-06,,Late,974245,974245,0,Paid,Bank Transfer,2025-12-12,Audited,No Issue,163813,66449683,Medium,27,Zaria,Yes,2025,January,December,December
1308,100288,KAD-TIN-202501307,Kelly-Price,Joseph Hughes,Sme,Ict,Kagarko,2025-04-17,2025,Oct,Road Tax,2025-12-18,2026-02-01,Filed,2269311,2269311,0,Paid,Pos,2026-01-01,Not Audited,Pending,178380,442942954,Medium,20,Kaduna North,Yes,2025,April,December,January
1309,100167,KAD-TIN-202501308,"Jensen, Lester and Garcia",Billy Griffin,Corporate,Agriculture,Jema'A,2024-01-06,2025,Jul,Paye,2024-07-05,,Not Filed,1246250,312744,933506,Partial,Bank Transfer,2024-07-12,Audited,Underpayment,95481,135489742,Low,43,Zaria,No,2024,January,July,July
1310,100256,KAD-TIN-202501309,Mason-Miranda,Jeff King,Corporate,Manufacturing,Soba,2024-10-18,2025,Aug,Paye,2025-07-06,2025-05-07,Late,543239,543239,0,Paid,Ngn,2025-07-19,Not Audited,Underpayment,34854,455366898,High,59,Kaduna North,No,2024,October,July,July
1311,100514,KAD-TIN-202501310,Perry Ltd,Bill Rogers,Individual,Healthcare,Kubau,2024-06-30,2025,Jun,Withholding Tax,2024-11-20,,Not Filed,3614439,536539,3077900,Partial,Bank Transfer,2024-12-03,Not Audited,Pending,71297,453186395,High,89,Kaduna North,Yes,2024,June,November,December
1312,100255,KAD-TIN-202501311,Mccullough and Sons,Jordan Gilmore,Corporate,Agriculture,Kaduna North,2024-06-29,2025,Dec,Road Tax,2025-05-16,,Late,4230991,4230991,0,Paid,Pos,2025-05-26,Audited,No Issue,112168,22637518,Medium,71,Kaduna South,No,2024,June,May,May
1313,100382,KAD-TIN-202501312,Walker-Kelley,Michael Hale,Corporate,Agriculture,Sabon Gari,2024-05-25,2025,Aug,Business Premises,2025-04-19,,Filed,1135047,1135047,0,Paid,Bank Transfer,2025-05-03,Audited,Pending,137477,209743053,Low,41,Kaduna South,Yes,2024,May,April,May
1314,100075,KAD-TIN-202501313,Burke PLC,Stacey Gonzalez,Sme,Healthcare,Sabon Gari,2024-01-06,2025,Jul,Business Premises,2024-08-19,,Late,3389967,3389967,0,Paid,Ngn,2024-09-10,Audited,Pending,193262,325841861,High,90,Kaduna North,Yes,2024,January,August,September
1315,100410,KAD-TIN-202501314,Anderson-Cooper,Cindy Lang,Corporate,Healthcare,Kubau,2024-06-13,2025,Dec,Road Tax,2025-04-22,,Not Filed,4055218,1814374,2240844,Partial,Portal,2025-05-01,Not Audited,Underpayment,3239,163656061,Low,51,Kaduna South,Yes,2024,June,April,May
1316,100098,KAD-TIN-202501315,"Murphy, Hall and Williams",Melissa Martinez,Sme,Ict,Sanga,2024-01-26,2025,Sep,Business Premises,2024-11-18,2024-07-12,Late,2122148,2122148,0,Paid,Bank Transfer,2024-11-25,Audited,Underpayment,2580,17746943,Low,28,Kaduna South,No,2024,January,November,November
1317,100409,KAD-TIN-202501316,Pearson Ltd,David Garrett,Individual,Healthcare,Giwa,2024-01-26,2025,May,Business Premises,2025-01-24,,Not Filed,3962533,1950238,2012295,Partial,Bank Transfer,2025-02-09,Audited,No Issue,78779,65462853,Low,46,Zaria,No,2024,January,January,February
1318,100136,KAD-TIN-202501317,Huang-Martinez,Christy Foley,Individual,Healthcare,Sanga,2024-06-13,2025,Sep,Road Tax,2024-09-28,,Not Filed,4609745,1971647,2638098,Partial,Ngn,2024-10-20,Not Audited,No Issue,194584,423929163,High,37,Kaduna South,Yes,2024,June,September,October
1319,100532,KAD-TIN-202501318,Edwards-Rivers,Laura Morris,Individual,Ict,Kagarko,2024-06-17,2025,Apr,Paye,2025-05-30,,Not Filed,1319462,58312,1261150,Partial,Portal,2025-06-24,Not Audited,Pending,26818,336140538,Medium,91,Zaria,No,2024,June,May,June
1320,100412,KAD-TIN-202501319,Allison Inc,Wendy Garcia,Corporate,Ict,Birnin Gwari,2024-03-05,2025,Feb,Road Tax,2025-01-20,,Not Filed,334837,96998,237839,Partial,Ngn,2025-02-02,Audited,Underpayment,161398,221307032,Medium,32,Zaria,No,2024,March,January,February
1321,100668,KAD-TIN-202501320,Bell and Sons,Lisa Delacruz,Corporate,Agriculture,Birnin Gwari,2024-10-19,2025,May,Business Premises,2025-05-07,,Late,1332913,1332913,0,Paid,Ngn,2025-06-05,Not Audited,No Issue,186337,89706881,Medium,48,Kaduna North,Yes,2024,October,May,June
1322,100100,KAD-TIN-202501321,"Arnold, Henry and Sanchez",Rebecca Larson,Individual,Retail,Kudan,2024-09-03,2025,Aug,Road Tax,2025-08-15,,Late,3444904,3444904,0,Paid,Pos,2025-08-17,Not Audited,Underpayment,16281,123201693,Medium,31,Zaria,Yes,2024,September,August,August
1323,100637,KAD-TIN-202501322,Vasquez and Sons,Dennis White,Corporate,Healthcare,Sanga,2025-05-09,2025,Dec,Paye,2025-07-01,,Filed,2847818,2847818,0,Paid,Pos,2025-07-29,Audited,No Issue,120487,23643833,Low,58,Zaria,Yes,2025,May,July,July
1324,100460,KAD-TIN-202501323,"Brewer, Schmidt and Rodriguez",Jose Peterson,Sme,Healthcare,Sanga,2025-02-18,2025,Jan,Withholding Tax,2025-08-17,,Late,2357384,2357384,0,Paid,Portal,2025-08-16,Not Audited,Pending,140127,225329064,Low,48,Kaduna South,Yes,2025,February,August,August
1325,100330,KAD-TIN-202501324,"Miller, Mercado and Hayes",Corey Gross,Individual,Healthcare,Giwa,2025-04-17,2025,Aug,Paye,2025-05-19,,Not Filed,3996303,867253,3129050,Partial,Ngn,2025-05-22,Not Audited,Pending,62624,354944278,Low,88,Zaria,No,2025,April,May,May
1326,100198,KAD-TIN-202501325,"Christian, Patton and Munoz",Patty Gilbert,Sme,Retail,Sanga,2024-02-10,2025,Feb,Withholding Tax,2024-07-26,2024-06-08,Late,3267254,3267254,0,Paid,Bank Transfer,2024-08-15,Not Audited,Pending,194507,44441643,High,32,Kaduna South,No,2024,February,July,August
1327,100375,KAD-TIN-202501326,Page-Strickland,Brenda Bryant,Individual,Healthcare,Zangon Kataf,2024-05-13,2025,Feb,Road Tax,2024-10-28,,Not Filed,3341694,1403155,1938539,Partial,Bank Transfer,2024-11-26,Not Audited,No Issue,13258,155038516,Low,95,Kaduna North,Yes,2024,May,October,November
1328,100121,KAD-TIN-202501327,"Spencer, Thomas and Miller",Tina Bailey,Corporate,Agriculture,Birnin Gwari,2025-01-02,2025,Apr,Business Premises,2025-07-10,2025-10-07,Late,2665217,2665217,0,Paid,Bank Transfer,2025-07-09,Audited,Pending,100301,213342584,Low,25,Kaduna North,No,2025,January,July,July
1329,100286,KAD-TIN-202501328,Parker LLC,Angela Johnson,Corporate,Retail,Zangon Kataf,2025-04-13,2025,Aug,Paye,2026-02-15,,Not Filed,3399908,1435485,1964423,Partial,Pos,2026-03-10,Not Audited,No Issue,159404,376636316,Medium,31,Kaduna South,No,2025,April,February,March
1330,100243,KAD-TIN-202501329,Mahoney-Roberts,Glenda Hill PhD,Sme,Manufacturing,Ikara,2024-12-20,2025,Apr,Paye,2025-08-30,,Not Filed,1783477,213619,1569858,Partial,Pos,2025-09-26,Not Audited,Underpayment,5417,272119914,High,26,Kaduna South,No,2024,December,August,September
1331,100044,KAD-TIN-202501330,Swanson Inc,Lisa Cross,Corporate,Ict,Chikun,2024-01-22,2025,Nov,Paye,2024-11-05,,Not Filed,4734107,2025714,2708393,Partial,Bank Transfer,2024-11-21,Audited,No Issue,24084,109208909,High,38,Kaduna South,No,2024,January,November,November
1332,100283,KAD-TIN-202501331,"Woods, Tanner and Smith",Christina Black,Corporate,Agriculture,Makarfi,2024-02-21,2025,Jan,Withholding Tax,2024-05-10,2024-10-05,Late,4555637,4555637,0,Paid,Portal,2024-05-23,Audited,Pending,31275,61828026,High,71,Kaduna North,No,2024,February,May,May
1333,100322,KAD-TIN-202501332,Hall-Lewis,Jessica Brandt,Individual,Healthcare,Kudan,2024-08-20,2025,Nov,Paye,2024-12-09,,Filed,201745,201745,0,Paid,Portal,2024-12-24,Not Audited,Pending,73011,161056532,Medium,27,Zaria,Yes,2024,August,December,December
1334,100455,KAD-TIN-202501333,Reyes-Taylor,Lauren Pearson,Individual,Agriculture,Kaura,2025-04-15,2025,Dec,Paye,2026-04-07,,Filed,720486,720486,0,Paid,Ngn,2026-04-20,Not Audited,Underpayment,127380,433594013,Medium,72,Kaduna North,No,2025,April,April,April
1335,100385,KAD-TIN-202501334,Johnson and Sons,Stacy Smith,Individual,Agriculture,Kachia,2024-04-02,2025,Jan,Business Premises,2024-09-06,,Late,4883667,4883667,0,Paid,Portal,2024-09-08,Not Audited,No Issue,34010,202773774,Medium,91,Kaduna South,Yes,2024,April,September,September
1336,100339,KAD-TIN-202501335,Forbes Ltd,Larry Norman,Individual,Manufacturing,Kachia,2024-04-20,2025,Jan,Road Tax,2024-12-04,,Not Filed,3416220,101541,3314679,Partial,Portal,2024-12-17,Not Audited,No Issue,97246,25631337,Low,87,Zaria,Yes,2024,April,December,December
1337,100009,KAD-TIN-202501336,"Wagner, Hayes and Smith",Tiffany Johnson PhD,Corporate,Healthcare,Sabon Gari,2024-11-27,2025,Feb,Paye,2025-11-16,,Late,2281217,2281217,0,Paid,Bank Transfer,2025-11-21,Audited,No Issue,194191,129376702,High,23,Kaduna North,No,2024,November,November,November
1338,100162,KAD-TIN-202501337,Perkins Group,Christopher Wright,Corporate,Ict,Kubau,2024-03-10,2025,Jun,Road Tax,2024-04-20,,Not Filed,2250267,710864,1539403,Partial,Ngn,2024-05-02,Audited,Pending,170201,444585551,Low,70,Kaduna North,Yes,2024,March,April,May
1339,100137,KAD-TIN-202501338,Lee-Ford,Andrew Morris,Sme,Agriculture,Kudan,2024-11-15,2025,May,Withholding Tax,2025-09-14,,Late,410692,410692,0,Paid,Ngn,2025-09-20,Audited,Underpayment,74928,403132020,High,97,Kaduna South,No,2024,November,September,September
1340,100093,KAD-TIN-202501339,"Stewart, Gray and King",Candice Burns,Individual,Healthcare,Birnin Gwari,2025-04-18,2025,Nov,Paye,2025-11-02,,Filed,4360022,4360022,0,Paid,Portal,2025-11-22,Not Audited,Pending,55407,154145740,Medium,62,Kaduna South,No,2025,April,November,November
1341,100127,KAD-TIN-202501340,Owens-Kelly,Terri Edwards,Sme,Healthcare,Kudan,2024-03-21,2025,Jan,Withholding Tax,2024-07-14,,Not Filed,3162128,313331,2848797,Partial,Portal,2024-08-05,Audited,No Issue,107056,57055535,Medium,37,Kaduna South,No,2024,March,July,August
1342,100460,KAD-TIN-202501341,"Tate, Kelley and Weber",Kevin Russell,Corporate,Ict,Kauru,2024-01-16,2025,Jul,Paye,2024-10-01,,Filed,2535818,2535818,0,Paid,Pos,2024-10-21,Audited,Underpayment,132112,198046967,Low,29,Kaduna South,Yes,2024,January,October,October
1343,100236,KAD-TIN-202501342,"Bradford, Brown and Lane",Kathryn Medina,Corporate,Retail,Kauru,2024-12-14,2025,Aug,Paye,2025-01-15,,Filed,3751213,3751213,0,Paid,Portal,2025-01-16,Not Audited,Pending,115353,309133976,Low,67,Kaduna North,Yes,2024,December,January,January
1344,100252,KAD-TIN-202501343,Hernandez PLC,Danny Foster,Corporate,Agriculture,Kaduna South,2024-05-10,2025,Aug,Withholding Tax,2024-11-10,2024-06-11,Filed,1804803,1804803,0,Paid,Portal,2024-11-24,Not Audited,No Issue,25447,367077270,Medium,79,Zaria,Yes,2024,May,November,November
1345,100082,KAD-TIN-202501344,Coleman-Cross,Emily Peters,Corporate,Healthcare,Soba,2024-06-12,2025,Oct,Road Tax,2025-03-04,2025-12-03,Filed,4853900,4853900,0,Paid,Ngn,2025-03-27,Audited,Underpayment,86533,210490198,Low,90,Kaduna North,Yes,2024,June,March,March
1346,100643,KAD-TIN-202501345,"Summers, Wheeler and Wright",Keith Pace,Corporate,Healthcare,Kubau,2025-03-27,2025,Jul,Paye,2025-10-08,,Not Filed,4201489,1106638,3094851,Partial,Ngn,2025-11-04,Audited,No Issue,63671,402555110,High,81,Kaduna South,Yes,2025,March,October,November
1347,100658,KAD-TIN-202501346,"Stark, Long and Crawford",Ricardo Anderson,Individual,Healthcare,Jaba,2024-10-04,2025,Mar,Paye,2025-03-18,2025-01-04,Filed,100156,100156,0,Paid,Ngn,2025-04-12,Not Audited,No Issue,56888,103819567,Low,97,Zaria,No,2024,October,March,April
1348,100415,KAD-TIN-202501347,Nelson LLC,Kathryn Parks,Sme,Agriculture,Chikun,2024-04-18,2025,Mar,Business Premises,2024-07-25,,Filed,4793945,4793945,0,Paid,Pos,2024-08-02,Not Audited,Underpayment,98582,333416592,High,43,Kaduna South,Yes,2024,April,July,August
1349,100230,KAD-TIN-202501348,Vargas Ltd,Chase Logan,Corporate,Healthcare,Kagarko,2024-08-12,2025,Nov,Business Premises,2025-05-11,2025-07-05,Filed,1387594,1387594,0,Paid,Pos,2025-05-24,Audited,No Issue,150793,52423308,Medium,20,Kaduna North,No,2024,August,May,May
1350,100529,KAD-TIN-202501349,Wyatt PLC,Ashlee Bryant,Sme,Agriculture,Ikara,2024-11-11,2025,Apr,Withholding Tax,2025-03-17,,Filed,1519576,1519576,0,Paid,Bank Transfer,2025-03-24,Audited,Pending,126686,179918709,Medium,30,Kaduna South,No,2024,November,March,March
1351,100059,KAD-TIN-202501350,Thompson LLC,Jay Smith,Sme,Agriculture,Kauru,2024-12-19,2025,Oct,Paye,2025-07-12,,Filed,3313202,3313202,0,Paid,Pos,2025-07-17,Audited,No Issue,187857,448858208,Medium,56,Kaduna North,Yes,2024,December,July,July
1352,100641,KAD-TIN-202501351,Morton-Oliver,Bradley Sanchez,Corporate,Ict,Ikara,2024-12-10,2025,Aug,Road Tax,2025-03-29,2025-07-04,Filed,3678039,3678039,0,Paid,Portal,2025-04-09,Audited,No Issue,108571,478044941,High,84,Zaria,Yes,2024,December,March,April
1353,100490,KAD-TIN-202501352,Hoover PLC,James Shaffer,Individual,Manufacturing,Birnin Gwari,2025-05-03,2025,Apr,Withholding Tax,2025-12-22,,Late,2555993,2555993,0,Paid,Pos,2026-01-13,Audited,Underpayment,161051,170143643,Low,99,Zaria,No,2025,May,December,January
1354,100039,KAD-TIN-202501353,Hudson and Sons,Shane Elliott,Corporate,Manufacturing,Zaria,2024-03-10,2025,May,Paye,2025-02-25,,Late,761474,761474,0,Paid,Portal,2025-03-12,Audited,Pending,169870,468295019,Medium,80,Kaduna South,Yes,2024,March,February,March
1355,100381,KAD-TIN-202501354,Smith-Price,David Harrison,Corporate,Retail,Kauru,2024-08-07,2025,Mar,Paye,2025-04-26,,Late,1205279,1205279,0,Paid,Pos,2025-05-19,Audited,Pending,173633,193571741,High,71,Kaduna South,No,2024,August,April,May
1356,100459,KAD-TIN-202501355,"Taylor, Wilkinson and Nunez",Stephanie Navarro,Sme,Agriculture,Sanga,2025-01-08,2025,Aug,Business Premises,2025-03-15,,Late,4862348,4862348,0,Paid,Pos,2025-04-13,Not Audited,Pending,20286,140344902,High,84,Kaduna South,Yes,2025,January,March,April
1357,100015,KAD-TIN-202501356,"Newman, Torres and Long",Cynthia Cunningham,Sme,Healthcare,Zaria,2024-10-28,2025,Nov,Business Premises,2025-10-10,2025-09-10,Late,2680522,2680522,0,Paid,Portal,2025-11-04,Not Audited,No Issue,33438,72753183,High,48,Zaria,No,2024,October,October,November
1358,100104,KAD-TIN-202501357,"Harper, Khan and Jackson",Taylor Smith,Individual,Healthcare,Sabon Gari,2025-04-02,2025,Dec,Paye,2025-11-13,,Filed,1146913,1146913,0,Paid,Bank Transfer,2025-12-02,Not Audited,Pending,88980,124394989,Medium,22,Kaduna North,Yes,2025,April,November,December
1359,100141,KAD-TIN-202501358,Lee-Neal,Daniel White,Individual,Healthcare,Lere,2024-04-03,2025,Dec,Withholding Tax,2024-12-19,,Late,1420271,1420271,0,Paid,Ngn,2024-12-28,Audited,Underpayment,104252,385933803,Medium,84,Zaria,No,2024,April,December,December
1360,100132,KAD-TIN-202501359,"Mason, Brown and Ali",Andrea Cummings,Individual,Manufacturing,Lere,2024-02-02,2025,Nov,Road Tax,2024-11-20,,Not Filed,4465389,592838,3872551,Partial,Bank Transfer,2024-12-09,Not Audited,No Issue,101694,282330662,Low,69,Zaria,Yes,2024,February,November,December
1361,100411,KAD-TIN-202501360,Hansen Group,Anthony Nguyen,Sme,Manufacturing,Sabon Gari,2025-01-09,2025,Oct,Withholding Tax,2025-05-21,,Not Filed,2192600,776109,1416491,Partial,Portal,2025-05-20,Not Audited,Pending,112297,370668466,Medium,99,Kaduna South,No,2025,January,May,May
1362,100636,KAD-TIN-202501361,Hurst LLC,Denise Burke,Sme,Ict,Jema'A,2024-04-08,2025,Jul,Paye,2025-02-09,2025-05-02,Filed,81099,81099,0,Paid,Bank Transfer,2025-02-16,Not Audited,No Issue,100713,217165023,Low,20,Kaduna North,No,2024,April,February,February
1363,100519,KAD-TIN-202501362,Scott-Stark,Timothy Ingram,Sme,Agriculture,Kagarko,2024-06-14,2025,Aug,Road Tax,2025-01-12,,Late,3821674,3821674,0,Paid,Ngn,2025-02-01,Not Audited,Underpayment,26181,94421196,Medium,80,Kaduna South,No,2024,June,January,February
1364,100537,KAD-TIN-202501363,"Brown, Moore and Thompson",Joseph Luna,Sme,Agriculture,Lere,2024-01-03,2025,Jul,Business Premises,2024-02-05,2024-09-02,Filed,3291482,3291482,0,Paid,Bank Transfer,2024-02-25,Audited,Underpayment,100300,191461864,Medium,61,Kaduna North,Yes,2024,January,February,February
1365,100071,KAD-TIN-202501364,Randall-Dyer,Terry Mitchell,Corporate,Healthcare,Sanga,2024-03-30,2025,Aug,Withholding Tax,2024-09-07,2024-02-09,Late,2231139,2231139,0,Paid,Pos,2024-09-17,Audited,Pending,106570,491706451,High,74,Kaduna North,Yes,2024,March,September,September
1366,100066,KAD-TIN-202501365,Hall and Sons,Peggy Henry,Sme,Retail,Kachia,2025-03-04,2025,Jul,Business Premises,2025-09-12,2025-08-09,Late,401453,401453,0,Paid,Ngn,2025-09-27,Audited,No Issue,134399,347201423,Medium,27,Kaduna North,Yes,2025,March,September,September
1367,100627,KAD-TIN-202501366,Coleman Ltd,Philip Oconnell,Corporate,Healthcare,Kachia,2025-02-12,2025,Jan,Withholding Tax,2025-08-31,,Not Filed,456942,141703,315239,Partial,Bank Transfer,2025-09-11,Not Audited,Pending,151620,8504720,High,75,Zaria,Yes,2025,February,August,September
1368,100590,KAD-TIN-202501367,Mcdowell-Cunningham,Sarah Johnson,Sme,Ict,Kaduna North,2025-02-25,2025,Jun,Business Premises,2026-01-31,2026-12-02,Late,4116721,4116721,0,Paid,Ngn,2026-02-05,Audited,Underpayment,102037,329165316,Medium,87,Kaduna North,No,2025,February,January,February
1369,100363,KAD-TIN-202501368,Peterson Inc,Diane Carter,Sme,Manufacturing,Kaduna South,2024-06-11,2025,Sep,Paye,2024-08-01,,Late,1766677,1766677,0,Paid,Ngn,2024-08-30,Audited,Pending,65854,365370655,Low,63,Zaria,Yes,2024,June,August,August
1370,100632,KAD-TIN-202501369,Scott-Keller,Linda Galvan,Sme,Agriculture,Ikara,2024-03-12,2025,Nov,Paye,2024-11-18,2024-08-12,Filed,1464200,1464200,0,Paid,Pos,2024-11-21,Not Audited,Pending,157408,411474829,Low,62,Zaria,No,2024,March,November,November
1371,100320,KAD-TIN-202501370,White-Stark,Brent Young,Individual,Retail,Kachia,2024-11-08,2025,Feb,Road Tax,2024-12-16,2025-01-01,Late,1653984,1653984,0,Paid,Portal,2025-01-13,Not Audited,Pending,114500,249108727,Medium,98,Kaduna South,Yes,2024,November,December,January
1372,100436,KAD-TIN-202501371,Sampson-Owen,Jennifer Kerr,Corporate,Agriculture,Zangon Kataf,2024-12-02,2025,Sep,Business Premises,2025-06-08,2025-09-06,Filed,4357426,4357426,0,Paid,Bank Transfer,2025-07-08,Audited,Pending,83886,424360564,High,86,Kaduna South,No,2024,December,June,July
1373,100251,KAD-TIN-202501372,Huffman PLC,Steven Miller,Corporate,Ict,Jaba,2024-02-24,2025,Jul,Paye,2025-01-11,,Late,1385244,1385244,0,Paid,Ngn,2025-02-02,Not Audited,No Issue,120388,227480415,Medium,57,Zaria,Yes,2024,February,January,February
1374,100394,KAD-TIN-202501373,Chaney PLC,David Mullins,Sme,Ict,Sabon Gari,2024-02-20,2025,Apr,Paye,2024-11-03,2024-09-11,Filed,70869,70869,0,Paid,Bank Transfer,2024-11-06,Not Audited,Pending,131243,82305886,Medium,38,Kaduna South,No,2024,February,November,November
1375,100638,KAD-TIN-202501374,"Smith, Hopkins and Bailey",Katelyn Hensley,Corporate,Healthcare,Birnin Gwari,2025-02-24,2025,Jul,Business Premises,2025-09-16,,Not Filed,2670678,868890,1801788,Partial,Pos,2025-09-22,Not Audited,Pending,37856,120145742,High,80,Kaduna North,No,2025,February,September,September
1376,100176,KAD-TIN-202501375,"Martinez, Clark and Wilson",Miss Melissa Thompson,Individual,Manufacturing,Zangon Kataf,2024-11-15,2025,Oct,Paye,2025-08-29,,Not Filed,276281,39715,236566,Partial,Bank Transfer,2025-09-23,Not Audited,Underpayment,187293,293066087,High,77,Kaduna North,No,2024,November,August,September
1377,100331,KAD-TIN-202501376,"Johnson, Wood and Gonzales",Catherine Davis,Corporate,Agriculture,Giwa,2025-02-18,2025,Nov,Road Tax,2025-11-13,,Late,4923151,4923151,0,Paid,Portal,2025-12-01,Not Audited,No Issue,155542,283766671,Low,89,Zaria,Yes,2025,February,November,December
1378,100527,KAD-TIN-202501377,Gardner LLC,Jennifer Nelson,Individual,Agriculture,Sabon Gari,2025-03-07,2025,Feb,Withholding Tax,2025-11-23,,Not Filed,1812706,485248,1327458,Partial,Portal,2025-11-24,Not Audited,Underpayment,133674,328699100,High,100,Kaduna South,Yes,2025,March,November,November
1379,100270,KAD-TIN-202501378,Holloway Group,Felicia Duncan,Corporate,Healthcare,Kubau,2024-07-26,2025,Jul,Business Premises,2025-06-02,,Filed,4290675,4290675,0,Paid,Bank Transfer,2025-06-09,Audited,Pending,125563,215993355,Low,39,Kaduna North,No,2024,July,June,June
1380,100647,KAD-TIN-202501379,"Mitchell, Franklin and Fisher",Adam Le,Corporate,Healthcare,Birnin Gwari,2024-12-14,2025,Nov,Withholding Tax,2025-03-09,,Filed,1010632,1010632,0,Paid,Bank Transfer,2025-03-13,Audited,Pending,169617,425651077,High,86,Zaria,No,2024,December,March,March
